1;80;100;0;42;1;5,725170452375755
1;80;100;1;40;3;5,726036327522542
1;80;100;2;41;2;5,726756654648467
1;80;100;3;40;2;5,727410044945045
1;80;100;4;39;2;5,728155019266515
1;80;100;5;41;1;5,729002039669027
1;80;100;6;41;1;5,729693808650943
1;80;100;7;41;2;5,730354119385404
1;80;100;8;42;2;5,731074101419521
1;80;100;9;41;2;5,731767871929447
2;80;100;0;42;2;5,732711713460645
2;80;100;0;40;1;5,732736448442214
2;80;100;1;43;0;5,7335035706856186
2;80;100;1;42;1;5,733561518481005
2;80;100;2;40;2;5,734289304503015
2;80;100;2;42;1;5,734306938720734
2;80;100;3;40;2;5,73523035126175
2;80;100;3;41;1;5,73525508238031
2;80;100;4;40;1;5,73630799194236
2;80;100;4;43;1;5,736463816600523
2;80;100;5;40;1;5,737186102671456
2;80;100;5;42;2;5,737257106857084
2;80;100;6;42;1;5,737959415009158
2;80;100;6;41;2;5,738029809190478
2;80;100;7;41;1;5,738767136578247
2;80;100;7;41;1;5,7388833523771305
1;80;100;0;41;1;5,739157739427018
2;80;100;8;43;1;5,739536931026179
2;80;100;8;42;1;5,7395962700969125
1;80;100;1;41;1;5,7400438678578904
2;80;100;9;39;1;5,740479711282052
2;80;100;9;40;2;5,7405190005094875
1;80;100;2;41;2;5,740978421442019
8;80;100;0;42;2;5,741341218097271
8;80;100;0;39;1;5,741364752305179
8;80;100;0;42;1;5,741427069004096
8;80;100;0;41;0;5,741510335964708
8;80;100;0;42;1;5,741650382972988
8;80;100;0;40;1;5,7416714456346885
8;80;100;0;41;1;5,74170814707151
8;80;100;0;41;0;5,741714796439612
1;80;100;3;42;0;5,7421035343158335
8;80;100;1;42;1;5,7422962609319
8;80;100;1;42;1;5,742335263465147
8;80;100;1;42;2;5,742475022844131
8;80;100;1;40;2;5,742544871522653
8;80;100;1;41;1;5,742582851035013
8;80;100;1;43;2;5,742599861399334
8;80;100;1;41;2;5,742634627643358
8;80;100;1;41;1;5,742658732469267
1;80;100;4;42;1;5,743072609833605
8;80;100;2;39;1;5,743299867117955
8;80;100;2;40;2;5,743368227243692
8;80;100;2;42;1;5,743406963839799
8;80;100;2;41;1;5,743457922032543
8;80;100;2;42;2;5,743530700345624
8;80;100;2;39;2;5,743545386608015
8;80;100;2;43;2;5,743660546600337
8;80;100;2;39;1;5,743716197157486
1;80;100;5;40;0;5,7444121252205615
8;80;100;3;42;1;5,744471429191897
8;80;100;3;42;1;5,744472643959976
8;80;100;3;41;1;5,744508336228194
8;80;100;3;42;2;5,74460944231429
8;80;100;3;40;2;5,744633267280403
8;80;100;3;39;1;5,744661204868584
8;80;100;3;40;4;5,744703544508438
8;80;100;3;43;0;5,744804202724617
1;80;100;6;41;1;5,74533697432554
8;80;100;4;43;1;5,7454568092496014
8;80;100;4;40;1;5,745485363497304
8;80;100;4;40;2;5,7455005804494474
8;80;100;4;41;1;5,7455448821645625
8;80;100;4;40;1;5,7455820478709105
8;80;100;4;40;2;5,745634557531562
8;80;100;4;42;5;5,745671053804092
8;80;100;4;42;1;5,745772817254787
1;80;100;7;43;2;5,746320254082985
8;80;100;5;39;2;5,746464881951346
8;80;100;5;41;0;5,746486385958398
8;80;100;5;42;1;5,746524170348234
8;80;100;5;40;1;5,7466114275180225
8;80;100;5;41;2;5,746649078135072
8;80;100;5;41;2;5,746693554424482
8;80;100;5;44;1;5,746761360198639
8;80;100;5;39;2;5,746866815717796
1;80;100;8;42;1;5,7476167584888405
8;80;100;6;42;2;5,747734920116556
8;80;100;6;47;1;5,747763601689747
8;80;100;6;41;1;5,747806065134116
8;80;100;6;43;2;5,74787975445209
8;80;100;6;40;2;5,7479948365612845
8;80;100;6;42;2;5,748065533599007
8;80;100;6;40;2;5,748127445109819
8;80;100;6;41;2;5,74815384908529
8;80;100;7;41;3;5,748794565154795
8;80;100;7;42;2;5,748902993230836
8;80;100;7;39;1;5,749054377338833
8;80;100;7;42;0;5,749147903574257
8;80;100;7;40;2;5,749175594732468
8;80;100;7;41;1;5,749233444724685
8;80;100;7;39;1;5,7493292880550255
8;80;100;7;41;0;5,749350563323719
1;80;100;9;42;1;5,749509386271446
8;80;100;8;40;1;5,749963514351946
8;80;100;8;40;2;5,750070730145027
8;80;100;8;41;1;5,750103461141392
8;80;100;8;41;2;5,7501875295661495
8;80;100;8;41;2;5,750201614788652
8;80;100;8;41;2;5,750271402119011
8;80;100;8;41;2;5,750426556316978
8;80;100;8;42;2;5,750449653129164
2;80;100;0;42;1;5,750493800424578
2;80;100;0;42;2;5,750562121955378
8;80;100;9;41;2;5,751260171480404
8;80;100;9;41;2;5,751378162111388
8;80;100;9;40;2;5,751517647297569
8;80;100;9;40;2;5,751565497925034
8;80;100;9;41;1;5,7516533877643194
8;80;100;9;43;2;5,751713634202034
8;80;100;9;41;2;5,7517576394014185
8;80;100;9;41;2;5,751810125091125
2;80;100;1;41;2;5,752008409269862
2;80;100;1;41;2;5,752057992515841
2;80;100;2;39;2;5,752863381444968
2;80;100;2;41;1;5,752951228746485
2;80;100;3;42;1;5,7539630808750015
2;80;100;3;43;1;5,753985051087414
2;80;100;4;40;2;5,755107052717157
2;80;100;4;41;0;5,755208538430241
2;80;100;5;40;1;5,756065726102547
2;80;100;5;41;2;5,756148755398147
2;80;100;6;42;2;5,756906270245526
2;80;100;6;40;1;5,757055274699547
2;80;100;7;43;6;5,758086371916257
2;80;100;7;41;2;5,758123034974848
1;80;100;0;43;2;5,758460761970058
2;80;100;8;40;1;5,758891598662638
2;80;100;8;39;1;5,758949237979685
1;80;100;1;40;2;5,7593010951226855
2;80;100;9;41;2;5,759588135705381
2;80;100;9;43;1;5,759627676419026
1;80;100;2;39;1;5,760278681420571
8;80;100;0;41;1;5,760504046528327
8;80;100;0;41;2;5,760703991400874
8;80;100;0;42;2;5,760769151373731
8;80;100;0;41;2;5,760795792747527
8;80;100;0;39;1;5,76084407926392
8;80;100;0;40;2;5,760911599049086
8;80;100;0;42;1;5,760916548520355
8;80;100;0;41;1;5,761021657866794
1;80;100;3;42;0;5,76139364746047
8;80;100;1;42;1;5,761689728686576
8;80;100;1;39;1;5,761718075790736
8;80;100;1;42;2;5,761745479639172
8;80;100;1;41;2;5,761981749380478
8;80;100;1;40;1;5,761984957490457
8;80;100;1;41;2;5,762051895138626
8;80;100;1;43;0;5,762080241623449
8;80;100;1;40;1;5,762109957717163
1;80;100;4;40;2;5,762619334557336
8;80;100;2;39;1;5,762661432068692
8;80;100;2;42;2;5,762723815079868
8;80;100;2;40;1;5,7627414189774795
8;80;100;2;39;1;5,762846765585779
8;80;100;2;42;2;5,76284974992923
8;80;100;2;42;2;5,762981796748005
8;80;100;2;42;1;5,762995522033279
8;80;100;2;39;1;5,7631225714472984
1;80;100;5;42;2;5,763966919020524
8;80;100;3;39;2;5,764179580510531
8;80;100;3;40;1;5,764282435284519
8;80;100;3;39;2;5,764292894156352
8;80;100;3;42;1;5,764337721551662
8;80;100;3;43;1;5,764401580050559
8;80;100;3;41;1;5,7644293296831215
8;80;100;3;40;1;5,764476703080116
8;80;100;3;40;2;5,764562565554649
1;80;100;6;42;1;5,765054670875139
8;80;100;4;42;2;5,765114723542292
8;80;100;4;41;1;5,765193563957829
8;80;100;4;41;1;5,765224819484071
8;80;100;4;40;2;5,765244741758653
8;80;100;4;40;2;5,765327081235761
8;80;100;4;39;2;5,765374225918233
8;80;100;4;42;2;5,765431207796615
8;80;100;4;40;1;5,765486038276182
1;80;100;7;42;1;5,765910300616552
8;80;100;5;42;1;5,766039713087817
8;80;100;5;43;0;5,766126519509246
8;80;100;5;39;2;5,766184922323417
8;80;100;5;41;1;5,766271951749301
8;80;100;5;43;1;5,766298213589864
8;80;100;5;42;4;5,766319244107078
8;80;100;5;39;2;5,766330441869098
8;80;100;5;42;4;5,766351472279215
1;80;100;8;42;2;5,767416647020139
8;80;100;6;43;1;5,767469970291065
8;80;100;6;42;1;5,767500918793826
8;80;100;6;43;1;5,767579072430342
8;80;100;6;40;1;5,767630602321258
8;80;100;6;40;2;5,7676637900127705
8;80;100;6;41;1;5,767796155446234
8;80;100;6;39;1;5,76784089948081
8;80;100;6;41;1;5,767916216147574
8;80;100;7;39;1;5,768595771938083
8;80;100;7;42;1;5,76860240836322
8;80;100;7;39;0;5,768709486565163
8;80;100;7;40;2;5,768822305309527
8;80;100;7;42;1;5,768836025286208
8;80;100;7;39;3;5,76887345814001
8;80;100;7;39;1;5,768894485342099
8;80;100;7;40;1;5,768956151125384
1;80;100;9;43;1;5,768959133715494
8;80;100;8;40;1;5,7696188617905095
8;80;100;8;41;1;5,769628926680967
8;80;100;8;41;1;5,769636232841441
8;80;100;8;42;2;5,769673437849733
8;80;100;8;42;2;5,769768800129777
8;80;100;8;42;1;5,769937005732123
8;80;100;8;41;2;5,7700335576753865
8;80;100;8;40;1;5,7700660632819964
2;80;100;0;39;2;5,770115495127834
2;80;100;0;41;2;5,770147329188125
8;80;100;9;40;1;5,770570129172871
8;80;100;9;41;1;5,7707342235821
8;80;100;9;39;2;5,770945658080816
8;80;100;9;41;2;5,771009398990626
8;80;100;9;40;2;5,771029675123799
8;80;100;9;40;1;5,771045700116265
8;80;100;9;40;2;5,771151268663032
8;80;100;9;39;2;5,7712592939505285
2;80;100;1;42;1;5,771597754076424
2;80;100;1;39;1;5,771664254474419
2;80;100;2;40;2;5,7725792271505645
2;80;100;2;42;7;5,772650416583559
2;80;100;3;40;1;5,773473712938206
2;80;100;3;40;1;5,773514556422492
2;80;100;4;42;2;5,774342548122816
2;80;100;4;42;0;5,774348957995153
2;80;100;5;40;1;5,7751434875198635
2;80;100;5;40;1;5,775208465272766
2;80;100;6;40;1;5,776296426994936
2;80;100;6;42;1;5,776357829457461
2;80;100;7;39;1;5,777120954018594
2;80;100;7;42;1;5,777148896657826
1;80;100;0;39;1;5,777654590879489
2;80;100;8;40;1;5,777961305894192
2;80;100;8;39;2;5,7780012180344915
