1;80;100;0;38;-1;5,794845412929149
1;80;100;1;40;-1;5,796762074812018
1;80;100;2;41;-1;5,799276262972176
1;80;100;3;40;-1;5,801718770374712
1;80;100;4;40;-1;5,803622620598439
1;80;100;5;38;-1;5,806305267162246
1;80;100;0;39;-1;5,8071469527846125
1;80;100;6;37;-1;5,808933111348837
1;80;100;1;38;-1;5,809391991286255
1;80;100;7;37;-1;5,810965353367082
1;80;100;2;38;-1;5,81159607955579
1;80;100;8;39;-1;5,812896724782264
1;80;100;3;40;-1;5,814142339412002
1;80;100;9;37;-1;5,815891110623802
1;80;100;4;37;-1;5,817021395451046
2;80;100;0;38;-1;5,8179658275713955
2;80;100;0;40;-1;5,8180413184594615
1;80;100;5;37;-1;5,8195878443442135
1;80;100;0;39;-1;5,820253108364562
2;80;100;1;39;-1;5,820371427932854
2;80;100;1;38;-1;5,820504622719518
1;80;100;6;40;-1;5,821967258354868
1;80;100;1;38;-1;5,822418725848587
2;80;100;2;37;-1;5,822473886849256
2;80;100;2;40;-1;5,822572595847074
1;80;100;7;40;-1;5,824207700673495
2;80;100;3;40;-1;5,825023464057891
2;80;100;3;40;-1;5,825191840505789
1;80;100;2;40;-1;5,825371828456708
1;80;100;8;37;-1;5,826886314585334
2;80;100;4;40;-1;5,827451125210525
2;80;100;4;40;-1;5,82760497839768
1;80;100;3;37;-1;5,827862436282126
1;80;100;9;37;-1;5,829369595905307
2;80;100;5;38;-1;5,829426932581805
2;80;100;5;44;-1;5,8294298353513625
1;80;100;4;38;-1;5,830376695076676
2;80;100;0;38;-1;5,83153851033503
2;80;100;6;40;-1;5,831613439580678
2;80;100;0;40;-1;5,831683102701755
2;80;100;6;40;-1;5,831758211452688
1;80;100;5;39;-1;5,833302253211245
2;80;100;7;37;-1;5,833953518549998
2;80;100;7;40;-1;5,833991250822435
1;80;100;0;38;-1;5,834043495457428
2;80;100;1;39;-1;5,8341791924242585
2;80;100;1;37;-1;5,834184457882158
1;80;100;6;40;-1;5,835885142673495
2;80;100;8;40;-1;5,8363223177813675
2;80;100;8;39;-1;5,836513151811418
2;80;100;2;40;-1;5,836562131453989
1;80;100;1;38;-1;5,836564673981087
2;80;100;2;39;-1;5,836758769054315
1;80;100;7;37;-1;5,838728336295218
2;80;100;9;40;-1;5,8389331310139525
2;80;100;9;37;-1;5,839016753930477
2;80;100;3;38;-1;5,839334371020793
2;80;100;3;38;-1;5,8393340110704735
1;80;100;2;40;-1;5,8393947760482385
8;80;100;0;40;-1;5,8412283734603365
8;80;100;0;37;-1;5,8412278333710015
8;80;100;0;39;-1;5,84131471396784
8;80;100;0;39;-1;5,841334848058032
1;80;100;8;38;-1;5,84138128030501
8;80;100;0;40;-1;5,841380740202501
8;80;100;0;40;-1;5,841490836558641
8;80;100;0;39;-1;5,841539630533399
8;80;100;0;40;-1;5,841640840465813
2;80;100;4;40;-1;5,84232953004447
2;80;100;4;39;-1;5,842494400913458
1;80;100;3;40;-1;5,842879817545806
8;80;100;1;40;-1;5,843837841699453
8;80;100;1;40;-1;5,843889354675784
8;80;100;1;41;-1;5,843889354675784
8;80;100;1;39;-1;5,844059122843315
8;80;100;1;40;-1;5,844088141259207
8;80;100;1;40;-1;5,8441810000698675
8;80;100;1;40;-1;5,844305778808271
8;80;100;1;41;-1;5,844387029901997
1;80;100;9;40;-1;5,844516170727895
2;80;100;5;40;-1;5,844625899131135
2;80;100;5;40;-1;5,8446984442378245
1;80;100;4;37;-1;5,845483944575535
8;80;100;2;39;-1;5,846280117756045
8;80;100;2;37;-1;5,846380776312084
8;80;100;2;40;-1;5,846380596134062
8;80;100;2;40;-1;5,846591518459758
8;80;100;2;40;-1;5,846707585570971
8;80;100;2;40;-1;5,846832357396364
8;80;100;2;40;-1;5,846861374052549
8;80;100;2;40;-1;5,846901276569017
2;80;100;0;39;-1;5,8470195237702525
2;80;100;6;42;-1;5,8471500980289095
2;80;100;0;39;-1;5,847149557428414
2;80;100;6;37;-1;5,847241689194936
1;80;100;5;40;-1;5,848953462829113
8;80;100;3;40;-1;5,849164192692816
8;80;100;3;40;-1;5,849349709290357
8;80;100;3;40;-1;5,84938162586367
8;80;100;3;39;-1;5,849395772860027
8;80;100;3;40;-1;5,849564059827148
8;80;100;3;40;-1;5,849621729133467
8;80;100;3;38;-1;5,849673955933541
8;80;100;3;38;-1;5,8496761363287915
2;80;100;7;40;-1;5,84995721914191
2;80;100;7;40;-1;5,850021051422236
1;80;100;0;39;-1;5,850154518637771
2;80;100;1;40;-1;5,850383012016644
2;80;100;1;41;-1;5,850385913459186
8;80;100;4;38;-1;5,851514036220973
8;80;100;4;40;-1;5,851598175908165
8;80;100;4;40;-1;5,851696100921672
8;80;100;4;40;-1;5,851782600625651
8;80;100;4;40;-1;5,851846430368162
8;80;100;4;41;-1;5,851857675094942
8;80;100;4;37;-1;5,85198243294016
8;80;100;4;39;-1;5,852048442379597
1;80;100;6;40;-1;5,8521721176336445
2;80;100;8;40;-1;5,852719203049507
2;80;100;2;40;-1;5,8528290913788465
